,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
4306,7,0.9194236,0.16110152,-0.06314486,-0.25194126,0.061461218,-0.42983168,-1.3744351,-0.08288074,-0.040281843,0.655348,0.30921075,-0.2164865,0.1580219,1.0190581,-0.13470173,-0.038090162,-0.9458692,-0.13408463,-0.16838636,-1.0278757,-0.98407453,0.7807749,-0.49806625,0.0011315612,0.53027445,0.40799484,0.613804,-0.2944755,-0.46296003,0.8066678,-0.4243189,-0.20356312,1.2761734,-0.49012786,1.6981257,0.2079073,0.3131397,0.48337662,-0.12817517,-0.14107732,-0.59615844,-0.1649342,-0.7588351,0.1261247,0.9036823,-0.32115087,-0.06949941,0.049565554,0.8410916,-0.6364091
4307,7,-0.41844547,0.82895863,0.12868975,-0.14443699,-0.7448786,-0.05453515,0.9150783,0.5684275,-0.003103127,0.7728972,0.93830276,-0.46430007,-0.90745604,-0.013450924,-0.8534251,-0.11210016,-0.7204331,0.28173664,-1.5437349,-1.2108124,0.1503074,0.5632575,0.06395148,0.08339164,0.82982516,0.11111634,0.097845875,-0.055165563,-0.92334837,1.1725764,-1.0510265,-0.6262245,0.86350423,-0.8163919,0.94286376,-0.108028665,0.051747464,-1.5528173,-0.14005691,-0.3479012,-0.42289704,1.1732023,-0.64228964,-0.4095848,0.37188697,-1.0806496,0.35960072,-0.05175649,1.0547827,0.30458096
4308,7,0.33741996,0.53951627,0.5331308,0.99399656,0.26106852,0.8238688,-0.29572028,0.07706279,-0.02985512,-0.13308255,-0.4485471,-1.3219752,0.9117249,-0.14966258,-0.6352982,-0.4814127,-1.8799224,-0.3171496,-1.043511,-1.0835192,-0.6362736,-0.22793607,-0.2648298,0.48918834,0.7400496,0.4579481,0.15115395,0.076208554,0.2563067,0.12871046,-0.8082051,-0.52220947,0.03884852,-0.59511614,1.4693406,0.4378136,-0.28907785,-1.2733959,0.19680406,-0.26226127,-0.8785127,0.9935662,-0.4798202,-0.33197317,-0.6043646,-0.3469479,-0.7810539,-0.25409514,1.2795162,-1.1602192
4309,7,-0.32941595,0.8001992,-0.05026651,0.12001416,0.528244,0.08371869,-0.2577493,-0.2287051,-0.41536483,-0.05248246,0.94863456,0.31745112,1.0784992,0.58405465,1.0436393,-0.0377551,-0.7713569,-0.20764129,-0.46928197,-1.0680904,0.27971908,1.3615687,-1.191481,-0.80792797,0.1773528,0.099602975,1.5694567,-0.5155831,0.31708688,0.62536466,-0.082246475,-0.6524793,-0.3204211,-1.0715779,1.1920458,0.3441874,-0.18089534,-0.00931566,0.5389237,0.14261334,-0.021757023,0.4253109,-1.1912781,-1.0658435,0.73275703,-0.4215254,0.22468992,0.5577565,-0.22885804,0.27981493
4310,7,-0.56716806,0.5048372,0.110849015,-0.5574407,0.2615416,0.8615134,-0.2526155,1.0714368,-0.43941227,0.7114414,0.9411236,-0.2207366,-0.56511015,0.27428073,0.4249095,0.2851342,-0.67280924,0.33766735,-0.9051747,-0.1720615,-0.52992135,0.40633512,-0.5359886,0.1903346,0.70191413,-0.06305712,0.4529073,0.0032258024,-0.5043474,0.8107953,-0.6015342,0.28686306,0.35686967,-0.12025713,0.8720881,1.1367621,-0.47368982,-0.6451056,-0.07148093,-0.9355104,-0.031498294,-0.1203609,-1.1311171,0.47346383,0.3132707,-0.6147217,0.29023385,-0.0965463,0.35441273,0.45423254
4311,7,-0.239937,0.99810934,-1.0531586,0.5231365,0.87097305,0.73910755,-1.0340071,-0.08239771,-0.13338119,0.35731912,0.9459403,0.17759149,0.3223725,-0.35547605,-0.42547482,1.5344685,-0.4436143,-1.2400372,-0.22199662,-0.21563394,0.92205584,1.0021902,0.19139205,-0.41768456,0.13469592,-0.78545815,-1.0296861,2.132534,0.06326433,0.8149565,-0.41881695,-0.9703923,0.35920697,-0.5688989,0.67720646,-0.8160395,-1.2413973,-0.37290427,0.43039438,-0.969488,-0.009674261,0.42825186,0.11267968,0.09222038,0.29567197,-0.91437525,-0.48476043,1.0006258,0.26209062,0.7319228
4312,7,0.10301664,0.26199818,-0.15545811,-0.41478217,-0.33095837,1.2534661,-0.445996,0.68659747,0.6350684,-0.48030946,0.036842722,-0.33352616,-0.22484502,0.62242895,-0.5347364,0.024650162,-1.0930212,0.39884555,1.0372543,0.17138532,-0.37566376,0.40693104,0.2048569,0.70272464,-0.06208147,0.38884604,0.6111345,1.4942029,-0.7872216,1.0031755,0.29160875,-1.778978,0.7669272,-0.55692655,0.45364186,0.57762396,0.15060505,0.33768475,0.35553113,-0.49846444,0.45523557,0.074726164,-2.2181683,-0.037936542,0.22984695,-0.8619715,-0.04563636,-0.075802594,-0.11594961,0.11465006
4313,7,-0.40526754,0.51728415,-0.42560196,0.3063279,-0.40973642,0.05388676,0.32866457,-0.24726968,-0.2853532,0.88107497,0.86871266,-0.048420314,0.5943091,0.9391147,-0.81083494,0.07299778,-1.3291541,-0.17919753,-0.8122346,-1.7314254,-0.15102522,0.4878879,-0.12304579,0.031827983,0.36165962,-0.50337183,0.62996125,0.11626287,0.47391725,0.3894312,-0.38141477,-0.61483854,0.23175016,-0.12239903,0.92668337,1.2858726,-0.19706748,0.07900615,0.054847118,0.27660418,-1.3078465,1.7002184,-1.1668053,-0.68656325,0.72063303,-0.5682549,0.043301266,0.8790958,-0.3187188,-0.6823272
4314,7,1.4184443,0.46766704,0.51062626,0.19875605,-0.5220219,0.7084516,-1.8941449,0.4924355,1.3790507,0.4543457,0.39173582,0.35353655,-0.13063693,0.57445174,0.46077618,0.31364012,-0.9868801,0.46064305,-0.19588149,-0.4660623,-0.008552963,0.40017492,-0.48553607,-0.3518422,0.26463813,-0.09880379,0.30688357,-0.89487886,0.35610223,0.34680465,-0.49099916,-0.4040258,-0.3277546,0.53019667,0.90735316,-0.16351,-0.81940526,-1.0615795,0.52881205,-1.4932183,-0.7407823,1.2774084,-0.12720293,0.26089388,-0.87642276,-1.5600337,-0.0086822035,1.0652074,2.4664476,-0.7758292
4315,7,-0.44664255,0.5916395,-1.1336929,0.19397719,-0.025740933,0.6592832,-0.9757324,-0.41601226,0.30340546,1.3219507,0.8396575,-0.06592384,-0.008025952,1.7513193,0.20843971,0.04012689,-1.2748476,-0.461186,-0.12651569,0.47824264,-0.2261565,0.012155533,0.02445987,-0.9421318,-0.43019262,-0.2594812,-0.39123046,0.33568665,0.65026504,1.6316662,-1.3677012,0.010951475,-0.23212211,0.0025554826,-0.16232337,0.320915,0.3184143,-0.8641597,-0.805783,-0.66672385,-0.43651122,1.3210642,0.18469429,0.04142441,0.6141945,-0.83917636,0.01188012,0.7157024,0.70641124,-0.42701447
